Artist,Song,Days,PkStreams,Total,listeners,playcount,rank,track_url,artist_url,duration_min,duration,genre,genre_description,artist_listeners,artist_playcount
Brent Faiyaz,ALL MINE,3,"1,547,977","3,247,911",695761,10869975,1109,https://www.last.fm/music/Brent+Faiyaz/_/All+Mine,https://www.last.fm/music/Brent+Faiyaz,6.216666666666667,6 мин 13 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",1914563,209538554
Maroon 5,This Love,3,"1,210,145","3,139,004",2312923,18190757,494,https://www.last.fm/music/Maroon+5/_/This+Love,https://www.last.fm/music/Maroon+5,3.433333333333333,3 мин 26 сек,pop rock,"Pop rock is a hybrid of pop music and rock music that uses catchy pop style, with light lyrics over top of guitar- or piano- based songs. There are varying definitions of the term, ranging from it being classed as an ""upbeat variety of rock music"" to a subgenre of pop music or of rock music. Scholars have noted that pop and rock are usually depicted as opposites; the detractors of pop often deride it as a slick, commercial product along with advocates of rock who claim that rock music is a more authentic, sincere form of music.",6381740,268231891
Joji,Like You Do,4,"874,344","2,898,825",545713,8927256,1306,https://www.last.fm/music/Joji/_/Like+You+Do,https://www.last.fm/music/Joji,4.0,4 мин,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",2772026,318677758
Hozier,Work Song,13,"229,536","2,671,107",949791,12253755,965,https://www.last.fm/music/Hozier/_/Work+Song,https://www.last.fm/music/Hozier,3.816666666666667,3 мин 49 сек,blues,"Blues is a vocal and instrumental form of music based on the use of ""blue notes."" It emerged in Black communities of the United States from spirituals, work songs, field hollers, shouts and chants, and rhymed simple narrative ballads. The use of blue notes and the prominence of call-and-response patterns in the music and lyrics are indicative of African influence. 

""Blue notes,"" also known as ""worried notes,"" are the typically flattened third, fifth, and seventh degrees in a major scale.",3180555,259757367
M83,Midnight City,21,"137,954","2,650,677",2000803,22708424,287,https://www.last.fm/music/M83/_/Midnight+City,https://www.last.fm/music/M83,4.05,4 мин 03 сек,electronic,"Electronic music refers to music that emphasizes the use of electronic musical instruments or electronic music technology as a central aspect of the sound of the music. Historically, electronic music was considered to be any music created with the use of electronic musical instruments or electronic processing, but in modern times, that distinction has been lost because almost all recorded music today, and the majority of live music performances, depend on extensive use of electronics.",3409948,136350915
Tame Impala,Loser,2,"1,316,127","2,585,036",382834,1980662,1769,https://www.last.fm/music/Tame+Impala/_/Loser,https://www.last.fm/music/Tame+Impala,3.716666666666667,3 мин 43 сек,psychedelic rock,"Psychedelic rock is a subgenre of rock that emerged in the '60s. It is influenced by the psychedelic culture of the time, and psychedelic (psychotropic) drugs, such as LSD and shrooms.

The musical style often incorporates flowing, hypnotic rhythms. Typical instruments associated with the genre include electric guitar, which is often augmented with effects pedals; various types of organs, which include Hammonds and Farfisas; bass guitar, and drums. Vocals in psychedelic rock music are also sometimes augmented with effects.",3973723,363435092
Soundgarden,Black Hole Sun,3,"1,142,554","2,471,488",2139945,20818902,355,https://www.last.fm/music/Soundgarden/_/Black+Hole+Sun,https://www.last.fm/music/Soundgarden,5.316666666666666,5 мин 19 сек,alternative rock,"Alternative rock (also called alt-rock) is a genre of rock music that refers specifically to the punk/new wave-rooted style that emerged in the 1980s and became widely popular in the early-mid 1990s. The term ""alternative"" was coined in the 1980s to describe punk rock-inspired bands on independent record labels that did not fit into the mainstream genres of the time. As a musical genre, alternative rock consists of various subgenres that have emerged from the independent music scene since the 1980s",3176070,97661728
PARTYNEXTDOOR,Break from Toronto,2,"1,332,810","2,447,596",1068849,19927497,402,https://www.last.fm/music/PARTYNEXTDOOR/_/Break+from+Toronto,https://www.last.fm/music/PARTYNEXTDOOR,1.65,1 мин 39 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",1843126,144235205
TV Girl,Cigarettes out the Window,2,"1,230,680","2,421,638",1508365,27851091,137,https://www.last.fm/music/TV+Girl/_/Cigarettes+out+the+Window,https://www.last.fm/music/TV+Girl,3.3,3 мин 18 сек,indie pop,"Indie pop is a loosely defined genre describing music that sounds like it was produced by an indie artist (even if not the case). Typically, indie pop songs have a DIY aesthetic, and are created in opposition to the styles found in mainstream pop. Songs that are considered indie pop are usually also categorized as bedroom pop, dream pop, and alternative pop.

The term indie pop is somewhat controversial, as artists, albums, and songs are often tagged as indie pop, while not being made by an independent or non-mainstream artist.",2622965,258251813
Michael Jackson,Smooth Criminal - 2012 Remaster,2,"1,411,325","2,361,142",1109269,7094299,1457,https://www.last.fm/music/Michael+Jackson/_/Smooth+Criminal+-+2012+Remaster,https://www.last.fm/music/Michael+Jackson,4.283333333333333,4 мин 17 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",6538270,321681313
Eagles,Hotel California - 2013 Remaster,5,"683,531","2,305,205",1248417,12030335,999,https://www.last.fm/music/Eagles/_/Hotel+California+-+2013+Remaster,https://www.last.fm/music/Eagles,6.5,6 мин 30 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",3632320,73740054
Ben E. King,Stand by Me,2,"1,118,085","2,196,911",1531401,9745165,1225,https://www.last.fm/music/Ben+E.+King/_/Stand+by+Me,https://www.last.fm/music/Ben+E.+King,3.0,3 мин,soul,"Soul music is a music genre that combines rhythm and blues and gospel music, originating in the United States.  According to the Rock and Roll Hall of Fame, soul is ""music that arose out of the black experience in America through the transmutation of gospel and rhythm & blues into a form of funky, secular testifying."" The genre occasionally uses improvisational additions, twirls and auxiliary sounds. Catchy rhythms, stressed by handclaps and plastic body moves, are an important feature.",1702530,12045409
BTS,Spring Day,3,"1,145,400","2,122,960",587719,20185517,387,https://www.last.fm/music/BTS/_/Spring+Day,https://www.last.fm/music/BTS,4.566666666666666,4 мин 34 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",2196700,2551382152
Ariana Grande,"yes, and?",1,"2,114,089","2,114,089",1061703,24364329,216,"https://www.last.fm/music/Ariana+Grande/_/yes,+and%3F",https://www.last.fm/music/Ariana+Grande,3.566666666666667,3 мин 34 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4198338,1001304833
Linkin Park,BURN IT DOWN,3,"1,090,050","2,104,238",930422,9476576,1252,https://www.last.fm/music/Linkin+Park/_/Burn+It+Down,https://www.last.fm/music/Linkin+Park,3.8333333333333335,3 мин 50 сек,metal,"Metal is a subgenre of rock music that developed in the late 1960s and early 1970s. With roots in blues-rock and psychedelic rock, the bands that created heavy metal developed a thick, massive sound characterized by highly amplified distortion and extended guitar solos. Allmusic states that, “of all rock & roll’s myriad forms, heavy metal is the most extreme in terms of volume, machismo and theatricality.”

Heavy metal has long had a worldwide following of fans known as metalheads or headbangers.",6677126,686195766
Sabrina Carpenter,Please Please Please,1,"2,078,310","2,078,310",1594285,33147918,70,https://www.last.fm/music/Sabrina+Carpenter/_/Please+Please+Please,https://www.last.fm/music/Sabrina+Carpenter,3.1,3 мин 06 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2983902,547170223
Dua Lipa,Physical,1,"2,049,962","2,049,962",956487,17847372,517,https://www.last.fm/music/Dua+Lipa/_/Physical,https://www.last.fm/music/Dua+Lipa,3.216666666666667,3 мин 13 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3101130,300824016
Alicia Keys,If I Ain't Got You,2,"1,303,731","2,037,289",1273254,9146304,1285,https://www.last.fm/music/Alicia+Keys/_/If+I+Ain%27t+Got+You,https://www.last.fm/music/Alicia+Keys,3.816666666666667,3 мин 49 сек,soul,"Soul music is a music genre that combines rhythm and blues and gospel music, originating in the United States.  According to the Rock and Roll Hall of Fame, soul is ""music that arose out of the black experience in America through the transmutation of gospel and rhythm & blues into a form of funky, secular testifying."" The genre occasionally uses improvisational additions, twirls and auxiliary sounds. Catchy rhythms, stressed by handclaps and plastic body moves, are an important feature.",4059583,98140768
BTS,Blood Sweat & Tears,3,"1,176,834","1,822,641",693801,20737966,358,https://www.last.fm/music/BTS/_/Blood+Sweat+&+Tears,https://www.last.fm/music/BTS,3.6166666666666663,3 мин 37 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",2196700,2551382152
Bring Me The Horizon,Throne,7,"290,084","1,721,410",743583,10624793,1126,https://www.last.fm/music/Bring+Me+the+Horizon/_/Throne,https://www.last.fm/music/Bring+Me+the+Horizon,3.183333333333333,3 мин 11 сек,metalcore,"In the 1980s, various bands in both hardcore punk and metal scenes worldwide were crossing over. In terms of metalcore, the mid-1980s New York hardcore scene in particular is arguably the most influential. The likes from this scene, such as Cro-Mags, Leeway, and Sheer Terror, took inspiration from popular metal bands of the time such as Venom, Motörhead, Celtic Frost, Metallica, and Slayer. At this point, ""metalcore"" was used to describe some of these bands.",2694872,300983389
Frank Ocean,Solo,5,"362,800","1,661,812",1048317,17197179,566,https://www.last.fm/music/Frank+Ocean/_/Solo,https://www.last.fm/music/Frank+Ocean,5.233333333333333,5 мин 14 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",4050358,720227825
Tame Impala,End Of Summer,1,"1,655,404","1,655,404",326368,1593200,1782,https://www.last.fm/music/Tame+Impala/_/End+of+Summer,https://www.last.fm/music/Tame+Impala,7.216666666666667,7 мин 13 сек,psychedelic rock,"Psychedelic rock is a subgenre of rock that emerged in the '60s. It is influenced by the psychedelic culture of the time, and psychedelic (psychotropic) drugs, such as LSD and shrooms.

The musical style often incorporates flowing, hypnotic rhythms. Typical instruments associated with the genre include electric guitar, which is often augmented with effects pedals; various types of organs, which include Hammonds and Farfisas; bass guitar, and drums. Vocals in psychedelic rock music are also sometimes augmented with effects.",3973723,363435092
Lana Del Rey,How to disappear,2,"936,078","1,641,986",916991,16544946,610,https://www.last.fm/music/Lana+Del+Rey/_/How+to+disappear,https://www.last.fm/music/Lana+Del+Rey,3.8,3 мин 48 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",5015086,1452606942
Audioslave,Like a Stone,2,"903,592","1,624,604",1645039,15145016,710,https://www.last.fm/music/Audioslave/_/Like+a+Stone,https://www.last.fm/music/Audioslave,4.9,4 мин 54 сек,alternative rock,"Alternative rock (also called alt-rock) is a genre of rock music that refers specifically to the punk/new wave-rooted style that emerged in the 1980s and became widely popular in the early-mid 1990s. The term ""alternative"" was coined in the 1980s to describe punk rock-inspired bands on independent record labels that did not fit into the mainstream genres of the time. As a musical genre, alternative rock consists of various subgenres that have emerged from the independent music scene since the 1980s",3184805,90719331
The Strokes,The Adults Are Talking,2,"901,463","1,559,581",1479468,25222784,191,https://www.last.fm/music/The+Strokes/_/The+Adults+Are+Talking,https://www.last.fm/music/The+Strokes,5.15,5 мин 09 сек,indie rock,"Indie rock is a vague term used to identify rock artists that are or were unsigned, or have signed to small record labels, rather than major record labels.",5522010,453023377
Linkin Park,Breaking The Habit,2,"1,002,207","1,540,458",1622561,17341246,552,https://www.last.fm/music/Linkin+Park/_/Breaking+the+Habit,https://www.last.fm/music/Linkin+Park,4.533333333333333,4 мин 32 сек,metal,"Metal is a subgenre of rock music that developed in the late 1960s and early 1970s. With roots in blues-rock and psychedelic rock, the bands that created heavy metal developed a thick, massive sound characterized by highly amplified distortion and extended guitar solos. Allmusic states that, “of all rock & roll’s myriad forms, heavy metal is the most extreme in terms of volume, machismo and theatricality.”

Heavy metal has long had a worldwide following of fans known as metalheads or headbangers.",6677126,686195766
Charli xcx,Talk talk,1,"1,538,949","1,538,949",908276,12206814,974,https://www.last.fm/music/Charli+xcx/_/Talk+talk,https://www.last.fm/music/Charli+xcx,3.083333333333333,3 мин 05 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3544758,643350637
TABLO,Stop The Rain (TABLO X RM),1,"1,528,097","1,528,097",102606,18923573,457,https://www.last.fm/music/Tablo/_/Stop+The+Rain+(TABLO+X+RM),https://www.last.fm/music/Tablo,3.1666666666666665,3 мин 10 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",164823,20995574
Lana Del Rey,Dealer,2,"768,126","1,507,146",798359,14995356,725,https://www.last.fm/music/Lana+Del+Rey/_/Dealer,https://www.last.fm/music/Lana+Del+Rey,4.566666666666666,4 мин 34 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",5015086,1452606942
Nelly Furtado,Maneater,1,"1,501,668","1,501,668",2063755,20593613,365,https://www.last.fm/music/Nelly+Furtado/_/Maneater,https://www.last.fm/music/Nelly+Furtado,4.416666666666667,4 мин 25 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4627189,109705648
The 1975,It's Not Living (If It's Not With You),2,"816,694","1,463,484",645268,10756166,1117,https://www.last.fm/music/The+1975/_/It%27s+Not+Living+(If+It%27s+Not+With+You),https://www.last.fm/music/The+1975,6.216666666666667,6 мин 13 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",2522281,279829239
ENHYPEN,Drunk-Dazed,2,"757,397","1,447,039",532863,12634856,926,https://www.last.fm/music/ENHYPEN/_/Drunk-Dazed,https://www.last.fm/music/ENHYPEN,3.216666666666667,3 мин 13 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1019601,281525030
Twenty One Pilots,RAWFEAR,1,"1,437,537","1,437,537",135538,1751481,1776,https://www.last.fm/music/twenty+one+pilots/_/RAWFEAR,https://www.last.fm/music/twenty+one+pilots,3.3833333333333333,3 мин 23 сек,electronic,"Electronic music refers to music that emphasizes the use of electronic musical instruments or electronic music technology as a central aspect of the sound of the music. Historically, electronic music was considered to be any music created with the use of electronic musical instruments or electronic processing, but in modern times, that distinction has been lost because almost all recorded music today, and the majority of live music performances, depend on extensive use of electronics.",3108388,380309074
Lorde,Favourite Daughter,1,"1,434,412","1,434,412",331137,3304356,1714,https://www.last.fm/music/Lorde/_/Favourite+Daughter,https://www.last.fm/music/Lorde,3.466666666666667,3 мин 28 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3556819,410292274
Deftones,my mind is a mountain,1,"1,424,237","1,424,237",386579,2614863,1745,https://www.last.fm/music/Deftones/_/My+Mind+Is+A+Mountain,https://www.last.fm/music/Deftones,2.85,2 мин 51 сек,metal,"Metal is a subgenre of rock music that developed in the late 1960s and early 1970s. With roots in blues-rock and psychedelic rock, the bands that created heavy metal developed a thick, massive sound characterized by highly amplified distortion and extended guitar solos. Allmusic states that, “of all rock & roll’s myriad forms, heavy metal is the most extreme in terms of volume, machismo and theatricality.”

Heavy metal has long had a worldwide following of fans known as metalheads or headbangers.",3995480,509035841
Gracie Abrams,Risk,1,"1,406,100","1,406,100",484529,11113950,1079,https://www.last.fm/music/Gracie+Abrams/_/Risk,https://www.last.fm/music/Gracie+Abrams,3.633333333333333,3 мин 38 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",1683303,260846232
Ariana Grande,the boy is mine,1,"1,397,044","1,397,044",975310,23303682,264,https://www.last.fm/music/Ariana+Grande/_/the+boy+is+mine,https://www.last.fm/music/Ariana+Grande,2.8833333333333333,2 мин 53 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4198338,1001304833
Lorde,Current Affairs,1,"1,391,620","1,391,620",327760,3386337,1706,https://www.last.fm/music/Lorde/_/Current+Affairs,https://www.last.fm/music/Lorde,3.3,3 мин 18 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3556819,410292274
Sixpence None The Richer,Kiss Me,1,"1,384,784","1,384,784",1920252,19604446,415,https://www.last.fm/music/Sixpence+None+the+Richer/_/Kiss+Me,https://www.last.fm/music/Sixpence+None+the+Richer,3.15,3 мин 09 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2225491,29091075
Charli xcx,Everything is romantic featuring caroline polachek,1,"1,378,477","1,378,477",512370,4375037,1650,https://www.last.fm/music/Charli+xcx/_/Everything+is+romantic+featuring+caroline+polachek,https://www.last.fm/music/Charli+xcx,3.3833333333333333,3 мин 23 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3544758,643350637
The Marías,Back To Me,1,"1,364,540","1,364,540",565871,6302347,1516,https://www.last.fm/music/The+Mar%C3%ADas/_/Back+To+Me,https://www.last.fm/music/The+Mar%C3%ADas,3.55,3 мин 33 сек,dream pop,"Dream pop, also written as dreampop, is a subgenre of alternative rock and neo-psychedelia that emphasizes atmosphere and sonic texture alongside pop melodies. It is characterized by features such as breathy vocals, dense production, and the use of effects like reverb, echo, tremolo, and chorus. The genre often overlaps with shoegaze, and the two terms have sometimes been used interchangeably.

Dream pop gained prominence in the 1980s through artists associated with the UK label 4AD, including Cocteau Twins, This Mortal Coil, and A.",2216556,187724928
Electric Light Orchestra,Mr. Blue Sky,3,"460,314","1,353,265",1564771,12469218,940,https://www.last.fm/music/Electric+Light+Orchestra/_/Mr.+Blue+Sky,https://www.last.fm/music/Electric+Light+Orchestra,3.783333333333333,3 мин 47 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",2839974,72489708
Demi Lovato,Fast,1,"1,345,400","1,345,400",174157,2203798,1760,https://www.last.fm/music/Demi+Lovato/_/Fast,https://www.last.fm/music/Demi+Lovato,3.0166666666666666,3 мин 01 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3197375,186974880
PARTYNEXTDOOR,Dreamin,1,"1,326,324","1,326,324",321921,3890242,1674,https://www.last.fm/music/PARTYNEXTDOOR/_/Dreamin,https://www.last.fm/music/PARTYNEXTDOOR,2.45,2 мин 27 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",1843126,144235205
Frank Ocean,Nights,4,"358,829","1,306,779",1538061,38504769,44,https://www.last.fm/music/Frank+Ocean/_/Nights,https://www.last.fm/music/Frank+Ocean,2.85,2 мин 51 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",4050358,720227825
Joji,YEAH RIGHT,2,"727,960","1,301,118",1013845,17436417,544,https://www.last.fm/music/Joji/_/YEAH+RIGHT,https://www.last.fm/music/Joji,2.9,2 мин 54 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",2772026,318677758
Addison Rae,Times Like These,1,"1,299,767","1,299,767",296187,3417288,1702,https://www.last.fm/music/Addison+Rae/_/Times+Like+These,https://www.last.fm/music/Addison+Rae,3.8666666666666663,3 мин 52 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",1245809,84337677
Red Hot Chili Peppers,Scar Tissue,1,"1,297,934","1,297,934",2635012,25609430,180,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Scar+Tissue,https://www.last.fm/music/Red+Hot+Chili+Peppers,3.65,3 мин 39 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",7026572,536172514
Olivia Dean,Dive,1,"1,262,071","1,262,071",356185,2675122,1741,https://www.last.fm/music/Olivia+Dean/_/Dive,https://www.last.fm/music/Olivia+Dean,3.333333333333333,3 мин 20 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",879379,31216429
Patrick Watson,Je te laisserai des mots,1,"1,261,005","1,261,005",1038978,15357470,690,https://www.last.fm/music/Patrick+Watson/_/Je+te+laisserai+des+mots,https://www.last.fm/music/Patrick+Watson,2.6666666666666665,2 мин 40 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",1610011,34578149
BTS,Boy In Luv,1,"1,260,792","1,260,792",487362,10169546,1167,https://www.last.fm/music/BTS/_/Boy+In+Luv,https://www.last.fm/music/BTS,3.85,3 мин 51 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",2196700,2551382152
