Artist,Song,listeners,playcount,rank,track_url,artist_url,duration_min,duration,genre,genre_description,artist_listeners,artist_playcount
ILLIT,Billyeoon Goyangi (Do the Dance),268545,4169076,1661,https://www.last.fm/music/ILLIT/_/Billyeoon+Goyangi+(Do+the+Dance),https://www.last.fm/music/ILLIT,3.1333333333333333,3 мин 08 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",951745,63911471
KATSEYE,M.I.A,363279,4143941,1662,https://www.last.fm/music/KATSEYE/_/M.I.A,https://www.last.fm/music/KATSEYE,2.15,2 мин 09 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",1235725,70166790
Addison Rae,New York,318815,4128628,1663,https://www.last.fm/music/Addison+Rae/_/New+York,https://www.last.fm/music/Addison+Rae,2.533333333333333,2 мин 32 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",1245809,84337677
MF DOOM,Rapp Snitch Knishes,634571,4119277,1664,https://www.last.fm/music/MF+DOOM/_/Rapp+Snitch+Knishes,https://www.last.fm/music/MF+DOOM,2.8666666666666667,2 мин 52 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",2196815,153596092
Sade,Paradise,685809,4105305,1665,https://www.last.fm/music/Sade/_/Paradise,https://www.last.fm/music/Sade,3.933333333333333,3 мин 56 сек,soul,"Soul music is a music genre that combines rhythm and blues and gospel music, originating in the United States.  According to the Rock and Roll Hall of Fame, soul is ""music that arose out of the black experience in America through the transmutation of gospel and rhythm & blues into a form of funky, secular testifying."" The genre occasionally uses improvisational additions, twirls and auxiliary sounds. Catchy rhythms, stressed by handclaps and plastic body moves, are an important feature.",3136556,116575316
bbno$,two,345501,4009535,1666,https://www.last.fm/music/bbno$/_/two,https://www.last.fm/music/bbno$,2.25,2 мин 15 сек,rap,"Rap is a vocal style, usually coming together with hip-hop, the musical genre off-shoot of the hip hop culture. Rapping itself, also known as emceeing, MCing, spitting, or just rhyming, is the rhythmic spoken delivery of rhymes and wordplay. Rapping is one of the four pillars of the hip hop culture, along with DJing, graffiti, and breaking.

Rap is also considered a separate genre from hip hop in some cases where the artists do not make music compatible with the hip hop culture.",1355719,58513201
Ariana Grande,Popular,401633,4004457,1667,https://www.last.fm/music/Ariana+Grande/_/Popular,https://www.last.fm/music/Ariana+Grande,4.016666666666667,4 мин 01 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4198338,1001304833
Addison Rae,Money Is Everything,315207,3968472,1668,https://www.last.fm/music/Addison+Rae/_/Money+Is+Everything,https://www.last.fm/music/Addison+Rae,2.033333333333333,2 мин 02 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",1245809,84337677
Bruno Mars,Finesse,536678,3948328,1669,https://www.last.fm/music/Bruno+Mars/_/Finesse,https://www.last.fm/music/Bruno+Mars,3.15,3 мин 09 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4931024,262452537
Lorde,Hammer,386481,3926029,1670,https://www.last.fm/music/Lorde/_/Hammer,https://www.last.fm/music/Lorde,3.216666666666667,3 мин 13 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3556819,410292274
Wonder Girls,Rewind,325825,3914081,1671,https://www.last.fm/music/Wonder+Girls/_/Rewind,https://www.last.fm/music/Wonder+Girls,3.55,3 мин 33 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",852626,32022863
Miguel,All I Want Is You (feat. J. Cole),397661,3905906,1672,https://www.last.fm/music/Miguel/_/All+I+Want+Is+You+(feat.+J.+Cole),https://www.last.fm/music/Miguel,4.966666666666667,4 мин 58 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",2546456,71259976
The Smiths,I Don't Owe You Anything - 2011 Remaster,559977,3894725,1673,https://www.last.fm/music/The+Smiths/_/I+Don%27t+Owe+You+Anything+-+2011+Remaster,https://www.last.fm/music/The+Smiths,4.066666666666666,4 мин 04 сек,punk,"Rooted in garage rock, punk started as Punk Rock and eschewed the perceived excesses of virtuosism, technical and complicated: progressive rock. it sounds faster, noisier and raw, with short songs, low-cost instrumentation, and often anti-establishment lyrics. Punk Counterculture embraces: DIY ethic (do it yourself), self-produced albums, fanzines and squatts. ideologically use to be related to: anarchism, atheism, individualism and internationalism.",4823841,497909285
PARTYNEXTDOOR,Dreamin,321921,3890242,1674,https://www.last.fm/music/PARTYNEXTDOOR/_/Dreamin,https://www.last.fm/music/PARTYNEXTDOOR,2.45,2 мин 27 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",1843126,144235205
The Marías,No One Noticed (Extended English),474286,3878286,1675,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed+(Extended+English),https://www.last.fm/music/The+Mar%C3%ADas,4.733333333333333,4 мин 44 сек,dream pop,"Dream pop, also written as dreampop, is a subgenre of alternative rock and neo-psychedelia that emphasizes atmosphere and sonic texture alongside pop melodies. It is characterized by features such as breathy vocals, dense production, and the use of effects like reverb, echo, tremolo, and chorus. The genre often overlaps with shoegaze, and the two terms have sometimes been used interchangeably.

Dream pop gained prominence in the 1980s through artists associated with the UK label 4AD, including Cocteau Twins, This Mortal Coil, and A.",2216556,187724928
Marina Sena,Numa Ilha,184953,3858847,1676,https://www.last.fm/music/Marina+Sena/_/Numa+Ilha,https://www.last.fm/music/Marina+Sena,4.15,4 мин 09 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",414809,72586254
Lorde,Shapeshifter,373526,3844433,1677,https://www.last.fm/music/Lorde/_/Shapeshifter,https://www.last.fm/music/Lorde,4.283333333333333,4 мин 17 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3556819,410292274
aespa,Dirty Work,216646,3844327,1678,https://www.last.fm/music/aespa/_/Dirty+Work,https://www.last.fm/music/aespa,3.0,3 мин,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1215852,243272414
Rauw Alejandro,Qué Pasaría...,354361,3834019,1679,https://www.last.fm/music/Rauw+Alejandro/_/Qu%C3%A9+Pasar%C3%ADa...,https://www.last.fm/music/Rauw+Alejandro,3.183333333333333,3 мин 11 сек,reggae,"Reggae is a music genre that was first developed in Jamaica in the late 1960s, following the development of ska and rocksteady. The term ""reggae"" more properly denotes a particular music style that was strongly influenced by traditional mento and calypso music, as well as American jazz and rhythm and blues. Reggae incorporates elements of various genres, including African music, rhythm and blues, mento, and calypso. One of the most easily recognizable elements of reggae is offbeat rhythms",935186,78680785
ROLE MODEL,"Sally, When The Wine Runs Out",308450,3809439,1680,"https://www.last.fm/music/ROLE+MODEL/_/Sally,+When+The+Wine+Runs+Out",https://www.last.fm/music/ROLE+MODEL,3.6333333333333333,3 мин 38 сек,electronic,"Electronic music refers to music that emphasizes the use of electronic musical instruments or electronic music technology as a central aspect of the sound of the music. Historically, electronic music was considered to be any music created with the use of electronic musical instruments or electronic processing, but in modern times, that distinction has been lost because almost all recorded music today, and the majority of live music performances, depend on extensive use of electronics.",935002,43386880
fakemink,Easter Pink,174137,3796783,1681,https://www.last.fm/music/fakemink/_/Easter+Pink,https://www.last.fm/music/fakemink,1.4,1 мин 24 сек,rap,"Rap is a vocal style, usually coming together with hip-hop, the musical genre off-shoot of the hip hop culture. Rapping itself, also known as emceeing, MCing, spitting, or just rhyming, is the rhythmic spoken delivery of rhymes and wordplay. Rapping is one of the four pillars of the hip hop culture, along with DJing, graffiti, and breaking.

Rap is also considered a separate genre from hip hop in some cases where the artists do not make music compatible with the hip hop culture.",293063,34355772
Tate McRae,TIT FOR TAT,337698,3795505,1682,https://www.last.fm/music/Tate+McRae/_/TIT+FOR+TAT,https://www.last.fm/music/Tate+McRae,2.933333333333333,2 мин 56 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2071651,221947016
"Tyler, The Creator",Sucka Free,598467,3782891,1683,"https://www.last.fm/music/Tyler,+The+Creator/_/Sucka+Free","https://www.last.fm/music/Tyler,+The+Creator",2.683333333333333,2 мин 41 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",4093073,970740043
Conan Gray,Vodka Cranberry,273621,3776713,1684,https://www.last.fm/music/Conan+Gray/_/Vodka+Cranberry,https://www.last.fm/music/Conan+Gray,4.083333333333333,4 мин 05 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2271984,224097521
Noah Kahan,"Everywhere, Everything (with Gracie Abrams)",277837,3774557,1685,"https://www.last.fm/music/Noah+Kahan/_/Everywhere,+Everything+(with+Gracie+Abrams)",https://www.last.fm/music/Noah+Kahan,4.283333333333333,4 мин 17 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",1451749,150609859
Rockwell,Somebody's Watching Me,679789,3711198,1686,https://www.last.fm/music/Rockwell/_/Somebody%27s+Watching+Me,https://www.last.fm/music/Rockwell,3.933333333333333,3 мин 56 сек,drum and bass,"Drum and bass (commonly abbreviated to d&b, DnB, dnb, d'n'b, drum n bass, drum & bass) is a type of electronic dance music which emerged in the mid 1990s. The genre is characterised by fast tempo broken beats (generally between 160–180 beats per minute, but also having occasional differences in some older compositions), with heavy sub basslines.

The genre roots itself in the UK rave scene, and has spread around the world, notably to Europe, Russia, and the USA.",1091205,6590483
The Marías,All I Really Want Is You,418765,3672033,1687,https://www.last.fm/music/The+Mar%C3%ADas/_/All+I+Really+Want+Is+You,https://www.last.fm/music/The+Mar%C3%ADas,3.183333333333333,3 мин 11 сек,dream pop,"Dream pop, also written as dreampop, is a subgenre of alternative rock and neo-psychedelia that emphasizes atmosphere and sonic texture alongside pop melodies. It is characterized by features such as breathy vocals, dense production, and the use of effects like reverb, echo, tremolo, and chorus. The genre often overlaps with shoegaze, and the two terms have sometimes been used interchangeably.

Dream pop gained prominence in the 1980s through artists associated with the UK label 4AD, including Cocteau Twins, This Mortal Coil, and A.",2216556,187724928
"Tyler, The Creator",I'll Take Care of You (feat. Yebba),495818,3671757,1688,"https://www.last.fm/music/Tyler,+The+Creator/_/I%27ll+Take+Care+of+You+(feat.+Yebba)","https://www.last.fm/music/Tyler,+The+Creator",3.3333333333333335,3 мин 20 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",4093073,970740043
Zara Larsson,Midnight Sun,260319,3647206,1689,https://www.last.fm/music/Zara+Larsson/_/Midnight+Sun,https://www.last.fm/music/Zara+Larsson,3.15,3 мин 09 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",1817595,58754273
Marina Sena,Lua Cheia,168327,3624177,1690,https://www.last.fm/music/Marina+Sena/_/Lua+Cheia,https://www.last.fm/music/Marina+Sena,3.283333333333333,3 мин 17 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",414809,72586254
The Marías,Love You Anyway,470751,3585290,1691,https://www.last.fm/music/The+Mar%C3%ADas/_/Love+You+Anyway,https://www.last.fm/music/The+Mar%C3%ADas,3.95,3 мин 57 сек,dream pop,"Dream pop, also written as dreampop, is a subgenre of alternative rock and neo-psychedelia that emphasizes atmosphere and sonic texture alongside pop melodies. It is characterized by features such as breathy vocals, dense production, and the use of effects like reverb, echo, tremolo, and chorus. The genre often overlaps with shoegaze, and the two terms have sometimes been used interchangeably.

Dream pop gained prominence in the 1980s through artists associated with the UK label 4AD, including Cocteau Twins, This Mortal Coil, and A.",2216556,187724928
sombr,we never dated,415032,3578720,1692,https://www.last.fm/music/sombr/_/we+never+dated,https://www.last.fm/music/sombr,3.2666666666666666,3 мин 16 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",1469652,56771156
Snow Strippers,Just Your Doll,269920,3573392,1693,https://www.last.fm/music/Snow+Strippers/_/Just+Your+Doll,https://www.last.fm/music/Snow+Strippers,2.45,2 мин 27 сек,house,"House music is a style of electronic dance music which originated in Chicago in the 80s. The style was developed by mainly African-American DJs who started experimenting with new editing techniques such as remixing, sampling and new electronic instruments like synthesizers and sequencers. Typical to the genre is a ''four to the floor'' beat, often a low bass and the use of recognizable instrumentation like piano chords and soulful vocals. Eventually it gained popularity in the Detroit and New York club scenes and by the late 80s in Europe.",695994,42295447
Reneé Rapp,Leave Me Alone,281918,3556580,1694,https://www.last.fm/music/Rene%C3%A9+Rapp/_/Leave+Me+Alone,https://www.last.fm/music/Rene%C3%A9+Rapp,2.35,2 мин 21 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",931131,72390910
PinkPantheress,Stars,361815,3541490,1695,https://www.last.fm/music/PinkPantheress/_/Stars,https://www.last.fm/music/PinkPantheress,2.35,2 мин 21 сек,electronic,"Electronic music refers to music that emphasizes the use of electronic musical instruments or electronic music technology as a central aspect of the sound of the music. Historically, electronic music was considered to be any music created with the use of electronic musical instruments or electronic processing, but in modern times, that distinction has been lost because almost all recorded music today, and the majority of live music performances, depend on extensive use of electronics.",2681489,258711796
Justin Bieber,Flatline,280538,3524713,1696,https://www.last.fm/music/Justin+Bieber/_/Flatline,https://www.last.fm/music/Justin+Bieber,3.65,3 мин 39 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4494780,285355382
Big Thief,Paul - 2023 Remaster,377970,3519489,1697,https://www.last.fm/music/Big+Thief/_/Paul+-+2023+Remaster,https://www.last.fm/music/Big+Thief,3.05,3 мин 03 сек,indie rock,"Indie rock is a vague term used to identify rock artists that are or were unsigned, or have signed to small record labels, rather than major record labels.",1536459,108677166
RAYE,WHERE IS MY HUSBAND!,443041,3506041,1698,https://www.last.fm/music/RAYE/_/WHERE+IS+MY+HUSBAND%21,https://www.last.fm/music/RAYE,3.2666666666666666,3 мин 16 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",1515650,44976597
Kendrick Lamar,"All The Stars (with SZA) - From ""Black Panther: The Album""",691235,3505949,1699,https://www.last.fm/music/Kendrick+Lamar/_/All+The+Stars+(with+SZA)+-+From+%22Black+Panther:+The+Album%22,https://www.last.fm/music/Kendrick+Lamar,3.8666666666666667,3 мин 52 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",4853576,961298486
Chris Grey,LET THE WORLD BURN,269606,3496426,1700,https://www.last.fm/music/Chris+Grey/_/LET+THE+WORLD+BURN,https://www.last.fm/music/Chris+Grey,2.716666666666667,2 мин 43 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",355090,11356705
Lloyd,You,531770,3446426,1701,https://www.last.fm/music/Lloyd/_/You,https://www.last.fm/music/Lloyd,4.116666666666666,4 мин 07 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",1501725,16011580
Addison Rae,Times Like These,296187,3417288,1702,https://www.last.fm/music/Addison+Rae/_/Times+Like+These,https://www.last.fm/music/Addison+Rae,3.8666666666666667,3 мин 52 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",1245809,84337677
Sade,Pearls,472018,3412834,1703,https://www.last.fm/music/Sade/_/Pearls,https://www.last.fm/music/Sade,4.583333333333333,4 мин 35 сек,soul,"Soul music is a music genre that combines rhythm and blues and gospel music, originating in the United States.  According to the Rock and Roll Hall of Fame, soul is ""music that arose out of the black experience in America through the transmutation of gospel and rhythm & blues into a form of funky, secular testifying."" The genre occasionally uses improvisational additions, twirls and auxiliary sounds. Catchy rhythms, stressed by handclaps and plastic body moves, are an important feature.",3136556,116575316
Daniel Caesar,Transform (feat. Charlotte Day Wilson),317403,3403486,1704,https://www.last.fm/music/Daniel+Caesar/_/Transform+(feat.+Charlotte+Day+Wilson),https://www.last.fm/music/Daniel+Caesar,4.666666666666667,4 мин 40 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",2150706,201489543
Laufey,Silver Lining,315688,3389893,1705,https://www.last.fm/music/Laufey/_/Silver+Lining,https://www.last.fm/music/Laufey,3.283333333333333,3 мин 17 сек,jazz,"Jazz is a musical art form which originated around the beginning of the 20th century in Black communities in the Southern United States from a confluence of African and European music traditions. The style's West African pedigree is evident in its use of blue notes, call-and-response, improvisation, polyrhythms, syncopation, and the swung note of ragtime.

From its early development until the present, jazz has also incorporated music from 19th and 20th century American popular music, which is based on European music traditions.",2041479,214532397
Lorde,Current Affairs,327760,3386337,1706,https://www.last.fm/music/Lorde/_/Current+Affairs,https://www.last.fm/music/Lorde,3.3,3 мин 18 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3556819,410292274
Panchiko,Until I Know,325633,3382581,1707,https://www.last.fm/music/Panchiko/_/Until+I+Know,https://www.last.fm/music/Panchiko,3.3833333333333333,3 мин 23 сек,indie rock,"Indie rock is a vague term used to identify rock artists that are or were unsigned, or have signed to small record labels, rather than major record labels.",1006300,67021594
EsDeeKid,LV Sandals,233756,3364870,1708,https://www.last.fm/music/EsDeeKid/_/LV+Sandals,https://www.last.fm/music/EsDeeKid,1.85,1 мин 51 сек,rap,"Rap is a vocal style, usually coming together with hip-hop, the musical genre off-shoot of the hip hop culture. Rapping itself, also known as emceeing, MCing, spitting, or just rhyming, is the rhythmic spoken delivery of rhymes and wordplay. Rapping is one of the four pillars of the hip hop culture, along with DJing, graffiti, and breaking.

Rap is also considered a separate genre from hip hop in some cases where the artists do not make music compatible with the hip hop culture.",330651,18642131
XLOV,1&Only,160249,3355295,1709,https://www.last.fm/music/XLOV/_/1&Only,https://www.last.fm/music/XLOV,2.9,2 мин 54 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",182169,6666055
Strawberry Guy,Without You,460573,3331947,1710,https://www.last.fm/music/Strawberry+Guy/_/Without+You,https://www.last.fm/music/Strawberry+Guy,3.8,3 мин 48 сек,dream pop,"Dream pop, also written as dreampop, is a subgenre of alternative rock and neo-psychedelia that emphasizes atmosphere and sonic texture alongside pop melodies. It is characterized by features such as breathy vocals, dense production, and the use of effects like reverb, echo, tremolo, and chorus. The genre often overlaps with shoegaze, and the two terms have sometimes been used interchangeably.

Dream pop gained prominence in the 1980s through artists associated with the UK label 4AD, including Cocteau Twins, This Mortal Coil, and A.",1567964,43287829
Tame Impala,Dracula,525506,3330716,1711,https://www.last.fm/music/Tame+Impala/_/Dracula,https://www.last.fm/music/Tame+Impala,3.4166666666666665,3 мин 25 сек,psychedelic rock,"Psychedelic rock is a subgenre of rock that emerged in the '60s. It is influenced by the psychedelic culture of the time, and psychedelic (psychotropic) drugs, such as LSD and shrooms.

The musical style often incorporates flowing, hypnotic rhythms. Typical instruments associated with the genre include electric guitar, which is often augmented with effects pedals; various types of organs, which include Hammonds and Farfisas; bass guitar, and drums. Vocals in psychedelic rock music are also sometimes augmented with effects.",3973723,363435092
ROSALÍA,PIENSO EN TU MIRÁ - Cap.3: Celos,263599,3328971,1712,https://www.last.fm/music/ROSAL%C3%8DA/_/PIENSO+EN+TU+MIR%C3%81+-+Cap.3:+Celos,https://www.last.fm/music/ROSAL%C3%8DA,3.216666666666667,3 мин 13 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",1647233,155243254
Tate McRae,Siren sounds (bonus),259380,3304596,1713,https://www.last.fm/music/Tate+McRae/_/Siren+sounds+(bonus),https://www.last.fm/music/Tate+McRae,3.05,3 мин 03 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2071651,221947016
Lorde,Favourite Daughter,331137,3304356,1714,https://www.last.fm/music/Lorde/_/Favourite+Daughter,https://www.last.fm/music/Lorde,3.466666666666667,3 мин 28 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3556819,410292274
